seed,score,is_win,csv_path
1,2115,True,pacman_data_seeds_mediumClassic_depth4/game_0.csv
31,2112,True,pacman_data_seeds_mediumClassic_depth4/game_30.csv
33,2098,True,pacman_data_seeds_mediumClassic_depth4/game_32.csv
96,2094,True,pacman_data_seeds_mediumClassic_depth4/game_95.csv
48,2087,True,pacman_data_seeds_mediumClassic_depth4/game_47.csv
21,2082,True,pacman_data_seeds_mediumClassic_depth4/game_20.csv
36,2079,True,pacman_data_seeds_mediumClassic_depth4/game_35.csv
18,2076,True,pacman_data_seeds_mediumClassic_depth4/game_17.csv
76,2026,True,pacman_data_seeds_mediumClassic_depth4/game_75.csv
52,1921,True,pacman_data_seeds_mediumClassic_depth4/game_51.csv
30,1916,True,pacman_data_seeds_mediumClassic_depth4/game_29.csv
82,1911,True,pacman_data_seeds_mediumClassic_depth4/game_81.csv
22,1908,True,pacman_data_seeds_mediumClassic_depth4/game_21.csv
84,1908,True,pacman_data_seeds_mediumClassic_depth4/game_83.csv
17,1903,True,pacman_data_seeds_mediumClassic_depth4/game_16.csv
9,1901,True,pacman_data_seeds_mediumClassic_depth4/game_8.csv
16,1897,True,pacman_data_seeds_mediumClassic_depth4/game_15.csv
92,1894,True,pacman_data_seeds_mediumClassic_depth4/game_91.csv
56,1891,True,pacman_data_seeds_mediumClassic_depth4/game_55.csv
89,1886,True,pacman_data_seeds_mediumClassic_depth4/game_88.csv
65,1885,True,pacman_data_seeds_mediumClassic_depth4/game_64.csv
44,1882,True,pacman_data_seeds_mediumClassic_depth4/game_43.csv
5,1857,True,pacman_data_seeds_mediumClassic_depth4/game_4.csv
77,1853,True,pacman_data_seeds_mediumClassic_depth4/game_76.csv
63,1815,True,pacman_data_seeds_mediumClassic_depth4/game_62.csv
49,1733,True,pacman_data_seeds_mediumClassic_depth4/game_48.csv
43,1705,True,pacman_data_seeds_mediumClassic_depth4/game_42.csv
90,1696,True,pacman_data_seeds_mediumClassic_depth4/game_89.csv
64,1689,True,pacman_data_seeds_mediumClassic_depth4/game_63.csv
26,1680,True,pacman_data_seeds_mediumClassic_depth4/game_25.csv
74,1679,True,pacman_data_seeds_mediumClassic_depth4/game_73.csv
81,1678,True,pacman_data_seeds_mediumClassic_depth4/game_80.csv
24,1675,True,pacman_data_seeds_mediumClassic_depth4/game_23.csv
87,1672,True,pacman_data_seeds_mediumClassic_depth4/game_86.csv
28,1667,True,pacman_data_seeds_mediumClassic_depth4/game_27.csv
38,1663,True,pacman_data_seeds_mediumClassic_depth4/game_37.csv
45,1597,True,pacman_data_seeds_mediumClassic_depth4/game_44.csv
68,1581,True,pacman_data_seeds_mediumClassic_depth4/game_67.csv
88,1530,True,pacman_data_seeds_mediumClassic_depth4/game_87.csv
99,1509,True,pacman_data_seeds_mediumClassic_depth4/game_98.csv
54,1446,True,pacman_data_seeds_mediumClassic_depth4/game_53.csv
15,1427,True,pacman_data_seeds_mediumClassic_depth4/game_14.csv
34,1091,False,pacman_data_seeds_mediumClassic_depth4/game_33.csv
14,1080,False,pacman_data_seeds_mediumClassic_depth4/game_13.csv
80,1046,False,pacman_data_seeds_mediumClassic_depth4/game_79.csv
53,1042,False,pacman_data_seeds_mediumClassic_depth4/game_52.csv
69,1030,False,pacman_data_seeds_mediumClassic_depth4/game_68.csv
94,1024,False,pacman_data_seeds_mediumClassic_depth4/game_93.csv
55,1010,False,pacman_data_seeds_mediumClassic_depth4/game_54.csv
12,1004,False,pacman_data_seeds_mediumClassic_depth4/game_11.csv
75,990,False,pacman_data_seeds_mediumClassic_depth4/game_74.csv
98,985,False,pacman_data_seeds_mediumClassic_depth4/game_97.csv
37,961,False,pacman_data_seeds_mediumClassic_depth4/game_36.csv
35,932,False,pacman_data_seeds_mediumClassic_depth4/game_34.csv
47,898,False,pacman_data_seeds_mediumClassic_depth4/game_46.csv
66,880,False,pacman_data_seeds_mediumClassic_depth4/game_65.csv
67,873,False,pacman_data_seeds_mediumClassic_depth4/game_66.csv
32,852,False,pacman_data_seeds_mediumClassic_depth4/game_31.csv
